file_path,type,filename,parsed_date,year,month,epsg,min_x,min_y,max_x,max_y,width,height,resolution_x,resolution_y
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230101.tif,Dynamic,GPP230101.tif,2023-01-01T00:00:00,2023.0,1.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230109.tif,Dynamic,GPP230109.tif,2023-01-09T00:00:00,2023.0,1.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230117.tif,Dynamic,GPP230117.tif,2023-01-17T00:00:00,2023.0,1.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230125.tif,Dynamic,GPP230125.tif,2023-01-25T00:00:00,2023.0,1.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230202.tif,Dynamic,GPP230202.tif,2023-02-02T00:00:00,2023.0,2.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230210.tif,Dynamic,GPP230210.tif,2023-02-10T00:00:00,2023.0,2.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230218.tif,Dynamic,GPP230218.tif,2023-02-18T00:00:00,2023.0,2.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230226.tif,Dynamic,GPP230226.tif,2023-02-26T00:00:00,2023.0,2.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230306.tif,Dynamic,GPP230306.tif,2023-03-06T00:00:00,2023.0,3.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230314.tif,Dynamic,GPP230314.tif,2023-03-14T00:00:00,2023.0,3.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230322.tif,Dynamic,GPP230322.tif,2023-03-22T00:00:00,2023.0,3.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
E:\UserFiles\dingboyang\Classfication\data\raster\dynamic\GPP230330.tif,Dynamic,GPP230330.tif,2023-03-30T00:00:00,2023.0,3.0,4326,72.83540323641081,33.76317995363222,97.09889906047908,49.44327323793846,5402,3491,0.004491576420597608,0.004491576420597608
